danceability,energy,tempo,loudness,valence,cluster
0.729,0.406,127.954,-9.388,0.177,1
0.441,0.547,134.753,-12.222,0.716,4
0.714,0.937,124.13,-2.947,0.964,2
0.685,0.445,128.042,-10.676,0.809,2
0.548,0.444,169.917,-9.4,0.62,4
0.372,0.641,119.013,-7.954,0.33,3
0.455,0.179,73.698,-12.938,0.12,1
0.67,0.294,119.856,-8.114,0.515,1
0.514,0.309,137.462,-10.623,0.152,1
0.624,0.724,78.008,-7.113,0.624,3
0.597,0.267,75.535,-8.796,0.246,1
0.683,0.637,115.577,-10.256,0.931,2
0.367,0.326,116.659,-15.605,0.064,0
0.412,0.241,100.979,-13.477,0.374,1
0.354,0.206,139.056,-11.799,0.202,1
0.37,0.174,92.75,-19.316,0.181,0
0.71,0.491,109.933,-7.382,0.638,2
0.494,0.268,70.223,-10.063,0.162,1
0.523,0.438,126.028,-11.49,0.106,1
0.392,0.126,110.407,-20.567,0.0829,0
0.259,0.241,178.453,-15.955,0.275,1
0.485,0.591,160.336,-3.888,0.636,4
0.766,0.695,90.805,-5.564,0.766,2
0.757,0.868,138.923,-9.326,0.815,2
0.398,0.716,117.295,-5.254,0.494,3
0.309,0.831,181.145,-8.288,0.934,4
0.615,0.582,82.532,-10.323,0.789,2
0.456,0.26,82.321,-15.435,0.491,1
0.408,0.48,156.344,-11.017,0.19,1
0.463,0.373,64.831,-10.666,0.184,1
0.686,0.714,126.736,-4.809,0.964,2
0.698,0.555,101.964,-6.436,0.471,2
0.785,0.53,146.38,-6.995,0.729,2
0.508,0.652,101.313,-13.102,0.746,2
0.533,0.438,116.053,-10.903,0.107,1
0.536,0.517,85.479,-8.184,0.229,3
0.694,0.595,109.948,-6.496,0.136,3
0.408,0.0811,111.263,-14.655,0.177,0
0.546,0.411,79.785,-9.308,0.528,1
0.457,0.455,100.049,-8.112,0.163,1
0.532,0.495,124.936,-6.662,0.308,1
0.428,0.064,142.436,-14.42,0.108,1
0.494,0.722,117.312,-8.373,0.156,3
0.593,0.205,140.279,-14.601,0.377,1
0.396,0.264,119.882,-10.788,0.219,1
0.547,0.555,95.102,-7.316,0.575,3
0.729,0.675,116.016,-5.62,0.332,3
0.519,0.515,80.329,-9.448,0.714,2
0.509,0.417,134.956,-9.632,0.482,1
0.644,0.811,154.903,-7.681,0.831,4
0.292,0.324,176.631,-11.996,0.384,4
0.566,0.576,138.045,-4.859,0.607,4
0.631,0.354,73.007,-11.112,0.522,1
0.325,0.308,147.117,-11.503,0.447,1
0.657,0.396,110.003,-9.255,0.115,1
0.454,0.924,150.967,-4.38,0.505,4
0.531,0.269,84.186,-10.6,0.52,1
0.381,0.288,59.343,-12.323,0.198,1
0.386,0.452,169.837,-7.715,0.287,4
0.607,0.708,97.005,-7.428,0.551,3
0.653,0.677,114.37,-12.244,0.888,2
0.395,0.896,101.867,-4.262,0.35,3
0.552,0.742,138.591,-7.963,0.751,4
0.389,0.053,137.035,-20.423,0.0386,0
0.551,0.836,185.063,-3.838,0.758,4
0.744,0.516,97.944,-6.365,0.281,3
0.592,0.397,150.038,-10.81,0.205,1
0.525,0.216,106.761,-13.551,0.328,1
0.421,0.677,127.67,-6.183,0.683,4
0.576,0.609,86.703,-5.921,0.737,2
0.306,0.722,174.732,-5.963,0.41,4
0.571,0.65,123.933,-8.276,0.451,3
0.605,0.446,94.044,-8.244,0.685,2
0.359,0.391,154.66,-8.034,0.19,1
0.597,0.402,95.119,-7.961,0.241,1
0.396,0.473,133.449,-7.67,0.385,1
0.68,0.62,95.078,-5.117,0.537,2
0.446,0.801,148.071,-6.397,0.765,4
0.651,0.816,174.978,-7.149,0.201,4
0.448,0.596,164.233,-8.485,0.122,4
0.352,0.45,86.937,-9.881,0.114,1
0.353,0.311,146.696,-10.377,0.135,1
0.705,0.474,98.612,-13.081,0.756,2
0.517,0.922,74.931,-3.652,0.667,3
0.436,0.473,108.906,-7.24,0.242,1
0.64,0.602,111.87,-7.902,0.951,2
0.365,0.338,79.241,-13.406,0.446,1
0.464,0.328,70.859,-9.005,0.784,2
0.587,0.497,144.972,-10.757,0.401,1
0.726,0.474,116.027,-7.834,0.57,2
0.575,0.886,96.308,-5.182,0.608,3
0.367,0.663,111.63,-6.969,0.177,3
0.567,0.542,125.16,-6.64,0.229,1
0.583,0.602,74.008,-6.364,0.388,3
0.505,0.322,170.145,-13.809,0.581,4
0.671,0.34,98.011,-12.108,0.365,1
0.553,0.729,119.973,-6.926,0.437,3
0.329,0.319,198.116,-12.078,0.29,4
0.634,0.382,81.971,-12.877,0.2,1
0.485,0.38,92.933,-11.773,0.531,1
0.511,0.574,119.917,-7.016,0.161,3
0.593,0.926,100.011,-5.361,0.945,2
0.285,0.186,153.848,-12.729,0.203,1
0.497,0.349,113.762,-14.0,0.421,1
0.609,0.44,108.427,-6.32,0.43,1
0.6,0.243,110.535,-17.085,0.468,1
0.613,0.476,84.938,-9.648,0.644,2
0.607,0.142,118.867,-23.455,0.305,0
0.364,0.64,93.507,-5.757,0.386,3
0.577,0.53,85.471,-6.749,0.22,3
0.804,0.542,124.975,-13.654,0.874,2
0.736,0.871,122.395,-2.786,0.967,2
0.517,0.686,126.524,-6.401,0.238,3
0.451,0.364,154.206,-13.126,0.298,1
0.58,0.469,152.867,-10.02,0.56,4
0.592,0.805,116.072,-7.995,0.505,3
0.334,0.397,92.291,-7.993,0.0351,1
0.794,0.427,105.732,-15.492,0.751,2
0.547,0.277,153.974,-11.327,0.684,1
0.421,0.661,100.965,-13.126,0.554,3
0.593,0.468,75.798,-11.165,0.597,1
0.582,0.33,111.873,-7.928,0.407,1
0.543,0.907,80.5,-6.698,0.616,3
0.507,0.198,141.261,-16.089,0.601,1
0.636,0.684,132.509,-9.302,0.881,2
0.764,0.188,115.715,-18.716,0.781,1
0.479,0.601,124.966,-8.806,0.669,2
0.532,0.317,140.671,-10.693,0.28,1
0.473,0.317,139.899,-10.324,0.132,1
0.413,0.272,109.69,-11.568,0.355,1
0.427,0.683,131.024,-8.513,0.882,2
0.609,0.489,115.902,-6.001,0.567,2
0.511,0.305,73.923,-11.62,0.195,1
0.38,0.0993,174.874,-20.567,0.44,0
0.494,0.372,116.855,-11.89,0.25,1
0.429,0.564,104.212,-6.784,0.276,3
0.522,0.806,168.078,-9.097,0.969,4
0.624,0.193,125.017,-10.53,0.269,1
0.479,0.35,101.894,-12.611,0.148,1
0.543,0.256,134.257,-11.573,0.635,1
0.556,0.658,80.529,-6.075,0.787,2
0.252,0.314,75.056,-18.197,0.2,0
0.768,0.829,118.773,-5.109,0.962,2
0.745,0.719,99.962,-4.291,0.611,2
0.367,0.208,172.358,-16.734,0.663,1
0.464,0.655,169.515,-9.058,0.531,4
0.509,0.827,135.601,-7.715,0.743,4
0.239,0.419,83.529,-8.443,0.11,1
0.582,0.689,111.166,-12.203,0.531,3
0.543,0.529,85.126,-9.717,0.746,2
0.652,0.669,115.047,-7.797,0.769,2
0.559,0.466,117.21,-6.769,0.623,2
0.59,0.697,106.06,-6.973,0.323,3
0.396,0.198,138.624,-9.096,0.19,1
0.41,0.637,77.398,-6.673,0.238,3
0.628,0.248,125.298,-13.304,0.646,1
0.307,0.371,115.241,-8.498,0.189,1
0.55,0.854,159.231,-5.968,0.965,4
0.507,0.138,124.983,-16.447,0.115,1
0.304,0.229,80.118,-14.678,0.155,0
0.554,0.58,167.83,-8.05,0.402,4
0.483,0.592,131.022,-6.962,0.206,3
0.393,0.542,189.647,-9.545,0.666,4
0.418,0.403,105.801,-10.53,0.149,1
0.554,0.337,89.961,-10.189,0.216,1
0.515,0.286,115.076,-11.776,0.284,1
0.429,0.543,122.619,-9.139,0.693,4
0.411,0.381,76.963,-12.361,0.524,1
0.406,0.713,164.444,-5.49,0.577,4
0.521,0.777,154.007,-5.824,0.276,4
0.544,0.5,93.621,-8.253,0.177,1
0.505,0.476,99.31,-12.897,0.542,1
0.596,0.894,132.994,-5.407,0.572,4
0.637,0.129,125.802,-17.082,0.298,1
0.502,0.0548,78.455,-23.684,0.506,0
0.516,0.593,76.018,-5.09,0.53,3
0.433,0.73,84.138,-4.933,0.346,3
0.598,0.3,109.034,-11.044,0.167,1
0.465,0.269,131.391,-12.14,0.184,1
0.483,0.486,92.048,-11.062,0.466,1
0.763,0.296,90.959,-10.611,0.206,1
0.588,0.519,131.042,-6.105,0.206,1
0.634,0.433,101.791,-8.018,0.268,1
0.569,0.444,71.426,-10.097,0.515,1
0.721,0.521,123.118,-8.123,0.942,2
0.707,0.771,94.035,-4.371,0.609,2
0.371,0.25,81.671,-11.41,0.107,1
0.756,0.521,106.893,-10.855,0.964,2
0.621,0.61,139.001,-8.455,0.424,4
0.48,0.626,75.63,-8.406,0.542,3
0.621,0.853,128.142,-5.735,0.714,2
0.367,0.189,156.643,-15.736,0.177,1
0.512,0.239,141.292,-15.055,0.634,1
0.345,0.313,207.969,-10.098,0.164,4
0.45,0.441,208.282,-12.718,0.811,4
0.373,0.216,129.03,-11.41,0.496,1
0.577,0.827,101.031,-7.54,0.179,3
0.537,0.315,86.813,-13.79,0.575,1
0.488,0.188,121.522,-13.461,0.345,1
0.516,0.136,101.58,-15.263,0.428,1
0.705,0.443,151.751,-10.765,0.306,1
0.571,0.558,104.991,-8.553,0.283,3
0.765,0.502,144.204,-7.393,0.836,2
0.431,0.46,176.302,-13.015,0.913,4
0.644,0.919,117.459,-6.289,0.871,2
0.537,0.7,117.111,-6.852,0.695,2
0.566,0.412,81.879,-6.994,0.47,1
0.466,0.302,131.951,-10.334,0.298,1
0.551,0.293,106.798,-12.503,0.322,1
0.397,0.249,79.614,-10.484,0.329,1
0.712,0.549,109.882,-9.484,0.552,2
0.438,0.677,167.989,-7.535,0.214,4
0.473,0.25,145.027,-11.263,0.261,1
0.419,0.085,91.509,-19.387,0.458,0
0.48,0.79,111.025,-7.775,0.446,3
0.721,0.88,110.021,-3.896,0.655,2
0.471,0.724,159.961,-7.174,0.485,4
0.437,0.143,132.87,-17.012,0.0868,0
0.619,0.603,127.432,-9.481,0.958,2
0.718,0.302,129.999,-12.086,0.333,1
0.603,0.197,98.995,-15.243,0.375,1
0.419,0.519,94.044,-6.47,0.343,3
0.522,0.531,79.252,-7.78,0.761,2
0.674,0.204,120.299,-13.535,0.13,1
0.567,0.159,146.913,-13.648,0.436,1
0.701,0.815,138.142,-5.995,0.67,2
0.604,0.787,120.047,-6.287,0.39,3
0.365,0.273,132.285,-16.526,0.238,1
0.675,0.368,106.001,-14.072,0.176,1
0.364,0.308,73.331,-13.052,0.389,1
0.584,0.656,86.747,-9.423,0.609,3
0.555,0.306,110.511,-8.766,0.272,1
0.387,0.234,78.65,-8.861,0.408,1
0.454,0.82,166.303,-4.193,0.575,4
0.524,0.446,97.856,-7.823,0.272,1
0.631,0.792,82.901,-4.364,0.462,3
0.42,0.434,88.275,-10.95,0.527,1
0.698,0.101,119.908,-15.266,0.254,1
0.622,0.736,110.24,-9.229,0.723,2
0.621,0.369,112.705,-7.652,0.549,1
0.329,0.277,159.719,-13.111,0.121,1
0.519,0.888,149.938,-6.232,0.416,4
0.641,0.294,132.709,-13.337,0.89,2
0.314,0.286,172.021,-10.191,0.278,1
0.561,0.0859,78.372,-11.478,0.117,1
0.651,0.668,126.99,-12.413,0.972,2
0.48,0.31,86.149,-7.887,0.16,1
0.608,0.768,132.699,-9.911,0.748,2
0.66,0.592,86.069,-5.215,0.256,3
0.547,0.58,109.827,-13.415,0.505,1
0.38,0.275,115.343,-12.405,0.156,1
0.337,0.338,158.786,-12.073,0.0958,1
0.263,0.237,73.024,-13.738,0.0461,0
0.648,0.525,98.131,-9.213,0.724,2
0.548,0.42,128.012,-7.842,0.196,1
0.368,0.0316,204.608,-29.729,0.0353,0
0.629,0.551,81.995,-9.44,0.698,2
0.533,0.32,98.036,-8.819,0.291,1
0.483,0.263,123.453,-11.541,0.166,1
0.607,0.462,117.41,-8.383,0.376,1
0.69,0.399,117.029,-10.906,0.432,1
0.493,0.438,78.331,-9.488,0.432,1
0.54,0.341,156.7,-14.208,0.351,1
0.53,0.2,61.255,-12.473,0.357,1
0.443,0.727,160.82,-7.951,0.566,4
0.625,0.35,113.688,-8.395,0.69,2
0.731,0.447,108.838,-9.038,0.595,2
0.559,0.443,67.05,-6.52,0.264,3
0.445,0.304,120.631,-12.504,0.24,1
0.486,0.241,106.574,-17.337,0.614,1
0.789,0.593,109.952,-7.877,0.293,3
0.518,0.385,86.604,-14.636,0.712,1
0.581,0.78,123.711,-7.053,0.561,3
0.445,0.537,122.764,-8.532,0.131,1
0.545,0.181,113.221,-14.698,0.16,1
0.549,0.651,122.818,-7.097,0.368,3
0.575,0.912,117.399,-7.275,0.843,2
0.502,0.445,88.866,-7.622,0.377,1
0.5,0.446,86.425,-7.7,0.154,1
0.74,0.622,93.985,-5.492,0.759,2
0.384,0.165,68.469,-9.601,0.333,1
0.439,0.737,145.942,-12.054,0.533,4
0.35,0.0573,122.446,-24.554,0.126,0
0.684,0.481,115.078,-12.59,0.784,2
0.525,0.303,119.861,-9.063,0.165,1
0.623,0.68,129.713,-13.255,0.737,2
0.524,0.803,140.003,-5.56,0.0827,3
0.663,0.522,99.765,-8.741,0.301,1
0.61,0.637,79.955,-6.574,0.609,3
0.541,0.39,97.822,-10.913,0.149,1
0.342,0.2,133.113,-13.569,0.0743,1
0.672,0.308,78.663,-12.197,0.565,1
0.498,0.512,166.926,-8.201,0.491,4
0.546,0.193,139.795,-11.903,0.311,1
0.51,0.16,170.063,-21.03,0.383,1
0.581,0.4,112.331,-8.739,0.433,1
0.571,0.172,90.972,-20.7,0.297,0
0.434,0.842,169.935,-4.468,0.838,4
0.531,0.818,90.767,-5.358,0.471,3
0.791,0.677,110.64,-9.724,0.876,2
0.774,0.497,115.995,-13.448,0.769,2
0.448,0.733,142.008,-6.238,0.407,4
0.521,0.487,117.072,-7.525,0.483,1
0.526,0.299,156.848,-13.797,0.679,1
0.653,0.631,156.32,-11.334,0.516,4
0.638,0.687,114.98,-6.556,0.323,3
0.714,0.533,118.107,-10.405,0.631,2
0.732,0.705,117.925,-9.271,0.848,2
0.571,0.633,98.412,-12.942,0.857,2
0.526,0.775,80.106,-6.05,0.962,2
0.554,0.235,121.836,-14.609,0.232,1
0.597,0.786,99.888,-4.248,0.666,2
0.473,0.46,141.011,-10.936,0.428,1
0.523,0.341,77.487,-14.034,0.355,1
0.314,0.787,189.901,-4.838,0.294,4
0.489,0.261,121.338,-15.061,0.157,1
0.254,0.928,189.451,-5.885,0.327,4
0.642,0.628,103.317,-12.849,0.893,2
0.567,0.224,124.44,-10.024,0.2,1
0.669,0.446,81.558,-11.125,0.587,2
0.486,0.563,105.538,-12.264,0.678,2
0.813,0.619,114.58,-8.203,0.774,2
0.477,0.519,175.094,-12.461,0.102,4
0.505,0.409,116.05,-10.588,0.228,1
0.394,0.918,115.646,-3.743,0.479,3
0.467,0.645,127.947,-7.614,0.71,4
0.528,0.86,123.12,-8.033,0.49,3
0.519,0.0774,135.245,-23.593,0.353,0
0.803,0.431,103.948,-10.817,0.212,1
0.539,0.836,135.596,-5.365,0.759,4
0.688,0.771,100.01,-4.463,0.481,3
0.668,0.367,110.21,-11.002,0.342,1
0.553,0.274,86.672,-12.564,0.208,1
0.713,0.319,94.043,-11.099,0.472,1
0.499,0.229,178.461,-9.642,0.239,1
0.553,0.711,99.515,-4.275,0.293,3
0.472,0.347,116.904,-8.011,0.363,1
0.546,0.878,119.945,-5.137,0.35,3
0.511,0.622,99.934,-5.727,0.425,3
0.423,0.183,122.341,-13.517,0.142,1
0.516,0.199,105.622,-9.541,0.575,1
0.638,0.867,115.692,-6.469,0.805,2
0.532,0.203,89.646,-8.524,0.543,1
0.304,0.483,176.283,-7.263,0.161,4
0.378,0.742,163.721,-10.002,0.765,4
0.375,0.261,132.094,-11.312,0.139,1
0.578,0.836,167.026,-6.607,0.932,4
0.452,0.818,124.474,-8.124,0.755,4
0.271,0.16,73.11,-10.038,0.402,1
0.541,0.695,115.122,-7.75,0.318,3
0.605,0.573,107.882,-7.804,0.581,2
0.485,0.324,142.011,-8.185,0.187,1
0.494,0.267,115.117,-11.54,0.166,1
0.575,0.848,159.941,-4.297,0.42,4
0.708,0.706,119.027,-6.45,0.45,3
0.436,0.657,118.693,-8.868,0.21,3
0.611,0.538,90.124,-7.74,0.319,3
0.534,0.659,107.052,-8.279,0.497,3
0.648,0.352,121.459,-10.11,0.173,1
0.527,0.716,99.426,-6.029,0.331,3
0.429,0.093,129.661,-15.944,0.208,1
0.102,0.125,79.609,-21.786,0.0341,0
0.582,0.151,136.758,-13.845,0.197,1
0.443,0.275,141.112,-11.148,0.194,1
0.571,0.281,142.263,-10.56,0.294,1
0.516,0.0971,107.037,-20.081,0.46,1
0.57,0.172,84.948,-10.897,0.521,1
0.629,0.793,95.983,-5.942,0.587,3
0.33,0.356,93.778,-6.911,0.243,1
0.523,0.828,96.952,-4.696,0.476,3
0.33,0.167,164.954,-11.635,0.202,1
0.537,0.716,122.873,-8.766,0.452,3
0.492,0.344,86.485,-15.259,0.247,1
0.228,0.224,60.3,-12.749,0.18,0
0.574,0.482,124.971,-9.66,0.357,1
0.357,0.434,145.743,-11.521,0.0907,1
0.621,0.762,95.014,-6.376,0.395,3
0.386,0.675,189.894,-5.481,0.429,4
0.433,0.863,82.998,-4.452,0.54,3
0.729,0.818,125.811,-9.992,0.907,2
0.509,0.916,92.432,-2.793,0.672,3
0.419,0.803,86.958,-5.498,0.764,3
0.359,0.286,152.205,-10.172,0.229,1
0.528,0.737,99.361,-12.703,0.632,3
0.483,0.695,126.212,-5.493,0.294,3
0.344,0.477,143.78,-10.266,0.182,1
0.581,0.75,132.195,-7.211,0.325,3
0.452,0.834,142.088,-4.657,0.514,4
0.496,0.39,139.073,-11.315,0.301,1
0.477,0.725,101.854,-4.671,0.427,3
0.615,0.361,135.579,-10.441,0.434,1
0.751,0.703,97.931,-5.687,0.907,2
0.506,0.526,129.641,-9.936,0.591,1
0.672,0.377,72.992,-8.996,0.459,1
0.538,0.272,118.382,-10.783,0.316,1
0.625,0.432,98.002,-12.19,0.538,1
0.764,0.567,108.805,-13.361,0.79,2
0.669,0.673,132.68,-9.754,0.867,2
0.776,0.335,127.754,-10.152,0.54,1
0.329,0.328,104.26,-12.02,0.0737,1
0.604,0.406,97.021,-9.732,0.203,1
0.547,0.509,100.12,-7.953,0.184,1
0.451,0.166,121.123,-11.125,0.0901,1
0.784,0.459,106.957,-10.446,0.931,2
0.399,0.163,94.011,-16.436,0.242,0
0.362,0.658,104.21,-5.929,0.155,3
0.758,0.378,120.736,-15.308,0.985,2
0.575,0.188,77.464,-18.758,0.334,1
0.295,0.593,85.482,-7.572,0.37,3
0.354,0.426,98.062,-8.704,0.185,1
0.582,0.636,135.769,-9.266,0.715,2
0.748,0.573,110.177,-6.057,0.463,2
0.27,0.463,76.221,-13.774,0.0557,0
0.732,0.161,95.21,-12.817,0.5,1
0.599,0.198,141.987,-8.557,0.214,1
0.166,0.298,78.437,-12.439,0.207,0
0.514,0.95,137.975,-3.807,0.665,4
0.685,0.15,124.956,-20.543,0.125,1
0.436,0.804,188.061,-4.907,0.784,4
0.214,0.148,46.591,-17.775,0.0277,0
0.391,0.435,100.299,-13.318,0.0424,1
0.649,0.735,107.977,-6.137,0.372,3
0.464,0.797,129.964,-5.244,0.547,4
0.552,0.356,109.763,-7.608,0.196,1
0.579,0.872,76.214,-6.126,0.761,2
0.544,0.296,158.253,-9.424,0.389,1
0.668,0.081,114.358,-17.282,0.0925,1
0.577,0.447,81.005,-11.342,0.261,1
0.584,0.384,93.981,-12.144,0.184,1
0.518,0.96,80.43,-4.466,0.826,2
0.332,0.339,119.596,-15.5,0.126,0
0.406,0.1,96.619,-14.426,0.0649,0
0.449,0.577,145.688,-6.565,0.321,4
0.506,0.633,133.415,-7.245,0.358,4
0.443,0.324,133.102,-13.135,0.386,1
0.305,0.462,113.47,-9.57,0.181,1
0.795,0.64,102.633,-13.478,0.954,2
0.64,0.651,111.676,-14.981,0.801,2
0.504,0.578,132.411,-9.302,0.654,4
0.831,0.683,92.31,-7.403,0.948,2
0.624,0.876,121.986,-6.948,0.273,3
0.621,0.708,110.533,-9.057,0.624,2
0.591,0.415,90.483,-6.936,0.197,1
0.731,0.572,154.038,-7.889,0.947,2
0.532,0.0744,117.131,-16.092,0.125,1
0.809,0.52,95.031,-9.828,0.585,2
0.643,0.213,137.709,-15.584,0.12,1
0.264,0.812,94.095,-5.651,0.458,3
0.686,0.172,133.899,-14.979,0.563,1
0.61,0.275,94.088,-10.644,0.552,1
0.373,0.114,127.545,-17.951,0.173,0
0.423,0.612,112.757,-7.24,0.575,3
0.568,0.634,142.686,-12.336,0.866,2
0.623,0.91,145.624,-8.448,0.745,4
0.622,0.829,86.069,-5.066,0.752,2
0.611,0.33,150.075,-11.475,0.418,1
0.298,0.112,86.786,-15.765,0.0972,0
0.624,0.476,119.968,-10.993,0.184,1
0.397,0.303,81.05,-7.508,0.172,1
0.457,0.324,129.131,-15.459,0.372,1
0.564,0.209,109.024,-8.922,0.402,1
0.613,0.441,105.83,-12.808,0.533,1
0.619,0.299,115.405,-7.744,0.31,1
0.451,0.452,57.523,-9.363,0.386,3
0.34,0.209,137.042,-11.869,0.151,1
0.619,0.579,127.224,-9.307,0.69,2
0.498,0.156,124.215,-16.582,0.0595,1
0.66,0.541,93.744,-7.851,0.693,2
0.573,0.656,81.952,-5.954,0.668,3
0.504,0.682,123.848,-5.702,0.207,3
0.451,0.507,155.908,-9.219,0.0792,1
0.585,0.233,140.666,-15.949,0.481,1
0.542,0.327,113.384,-9.237,0.189,1
0.41,0.598,76.445,-8.515,0.262,3
0.342,0.237,117.824,-14.601,0.186,0
0.587,0.767,100.38,-5.713,0.664,2
0.641,0.397,81.962,-12.285,0.57,1
0.624,0.599,79.982,-7.303,0.657,2
0.772,0.826,119.995,-5.135,0.871,2
0.669,0.613,110.67,-11.12,0.565,2
0.277,0.361,135.309,-11.157,0.294,1
0.508,0.596,79.36,-9.034,0.4,3
0.54,0.677,98.339,-6.349,0.748,2
0.26,0.261,138.2,-9.651,0.226,1
0.535,0.424,97.506,-7.491,0.539,1
0.437,0.301,126.016,-8.519,0.203,1
0.497,0.285,154.7,-14.537,0.667,1
0.319,0.651,118.501,-6.335,0.474,3
0.683,0.515,88.827,-10.932,0.767,2
0.615,0.33,139.921,-10.47,0.414,1
0.496,0.0672,114.059,-17.285,0.176,0
0.829,0.435,103.816,-10.136,0.594,2
0.651,0.168,119.028,-16.335,0.324,1
0.597,0.549,122.801,-10.253,0.204,1
0.39,0.31,177.515,-14.545,0.584,4
0.639,0.381,89.897,-9.428,0.489,1
0.799,0.497,115.157,-6.57,0.488,2
0.619,0.758,90.993,-6.285,0.215,3
0.641,0.531,135.564,-7.243,0.194,1
0.674,0.795,147.959,-7.461,0.876,2
0.505,0.522,172.059,-7.586,0.381,4
0.563,0.463,98.039,-7.366,0.394,1
0.561,0.55,147.01,-17.419,0.446,1
0.607,0.367,139.959,-9.758,0.546,1
0.642,0.754,125.032,-4.265,0.499,3
0.508,0.493,127.671,-8.786,0.467,1
0.756,0.28,109.413,-14.27,0.695,1
0.52,0.389,133.113,-10.476,0.326,1
0.637,0.618,176.141,-4.746,0.499,4
0.476,0.551,137.049,-7.228,0.172,1
0.651,0.766,116.74,-9.935,0.949,2
0.242,0.137,92.454,-16.332,0.0644,0
0.538,0.77,127.103,-7.376,0.238,3
0.505,0.647,137.616,-4.92,0.452,4
0.573,0.939,137.382,-6.441,0.963,2
0.667,0.211,111.227,-15.026,0.327,1
0.588,0.382,95.239,-8.821,0.72,2
0.48,0.303,127.017,-13.189,0.192,1
0.604,0.905,147.448,-7.059,0.723,4
0.837,0.308,119.956,-8.21,0.171,1
0.485,0.513,93.997,-8.912,0.192,1
0.577,0.17,174.192,-12.979,0.36,1
0.676,0.762,119.003,-4.172,0.81,2
0.535,0.533,105.172,-9.253,0.272,1
0.417,0.102,130.994,-16.787,0.0863,0
0.766,0.191,104.03,-12.606,0.262,1
0.584,0.788,138.102,-4.162,0.364,4
0.645,0.557,100.026,-5.883,0.461,3
0.558,0.0843,109.528,-18.398,0.153,1
0.768,0.749,119.931,-5.814,0.605,2
0.47,0.742,144.76,-3.243,0.253,4
0.474,0.917,152.113,-4.19,0.902,4
0.218,0.243,155.306,-11.173,0.0708,1
0.321,0.425,173.24,-12.73,0.493,4
0.503,0.49,148.884,-8.553,0.68,4
0.727,0.47,126.044,-7.698,0.397,1
0.546,0.693,95.448,-6.807,0.398,3
0.502,0.94,119.762,-5.178,0.144,3
0.648,0.717,125.459,-8.872,0.965,2
0.538,0.419,99.622,-9.705,0.529,1
0.373,0.63,115.942,-5.131,0.352,3
0.55,0.363,121.94,-7.326,0.286,1
0.535,0.376,78.827,-10.004,0.285,1
0.636,0.379,105.016,-16.21,0.341,1
0.625,0.366,72.992,-8.388,0.219,1
0.632,0.0807,93.925,-16.066,0.273,1
0.569,0.477,132.423,-6.577,0.552,1
0.642,0.462,130.018,-8.026,0.484,1
0.373,0.393,71.749,-8.462,0.272,1
0.519,0.163,142.116,-18.131,0.356,1
0.438,0.606,133.822,-6.549,0.266,4
0.494,0.306,161.142,-9.611,0.503,1
0.589,0.453,139.148,-8.912,0.513,1
0.603,0.494,147.814,-10.27,0.729,2
0.666,0.726,107.032,-7.921,0.462,3
0.705,0.144,80.965,-14.027,0.559,1
0.451,0.348,80.964,-14.805,0.613,1
0.384,0.325,132.801,-9.485,0.274,1
0.329,0.145,179.054,-19.674,0.181,0
0.706,0.328,85.988,-10.158,0.593,1
0.693,0.527,145.165,-10.856,0.911,2
0.593,0.611,93.171,-6.773,0.473,3
0.371,0.758,77.81,-5.679,0.452,3
0.495,0.444,105.431,-8.617,0.65,1
0.367,0.215,98.742,-16.652,0.266,0
0.546,0.721,127.222,-5.47,0.826,2
0.638,0.308,82.527,-11.89,0.466,1
0.34,0.37,96.676,-10.661,0.0434,1
0.526,0.515,136.543,-11.169,0.518,1
0.534,0.414,117.079,-7.952,0.458,1
0.479,0.838,150.052,-5.681,0.276,4
0.535,0.425,64.712,-8.392,0.239,1
0.547,0.635,113.678,-5.569,0.525,3
0.404,0.43,180.061,-12.327,0.641,4
0.671,0.405,99.678,-10.052,0.828,2
0.574,0.664,122.956,-11.5,0.936,2
0.41,0.468,177.508,-8.177,0.475,4
0.7,0.118,122.591,-12.687,0.335,1
0.558,0.697,100.947,-6.76,0.34,3
0.377,0.267,152.207,-13.29,0.345,1
0.397,0.785,96.333,-9.168,0.646,3
0.39,0.11,110.95,-16.384,0.179,0
0.741,0.742,116.951,-7.822,0.889,2
0.585,0.348,109.97,-10.268,0.101,1
0.554,0.429,152.054,-12.51,0.533,1
0.747,0.226,123.789,-13.635,0.778,2
0.404,0.408,125.004,-10.77,0.0723,1
0.637,0.333,84.347,-9.603,0.588,1
0.565,0.862,108.042,-4.741,0.462,3
0.428,0.664,155.125,-6.769,0.345,4
0.632,0.639,95.506,-5.938,0.733,2
0.692,0.623,129.966,-6.227,0.832,2
0.668,0.491,74.028,-8.997,0.49,3
0.731,0.555,131.26,-13.684,0.935,2
0.308,0.376,186.047,-15.24,0.158,4
0.372,0.259,84.19,-14.86,0.0575,0
0.489,0.239,86.576,-13.7,0.223,1
0.322,0.287,76.443,-14.051,0.282,0
0.504,0.497,84.879,-11.858,0.261,1
0.62,0.535,101.921,-6.862,0.159,3
0.653,0.239,80.392,-18.54,0.765,1
0.615,0.719,94.988,-8.194,0.678,2
0.555,0.902,156.108,-7.918,0.62,4
0.5,0.55,76.04,-8.447,0.522,3
0.665,0.363,140.296,-12.983,0.824,2
0.447,0.186,150.799,-17.369,0.564,1
